title;unit;in_storage;type;cost;gost;fasovka;characteristic;main_provider
Комп.пищ.добавка премикс АВОЛЕТТА макарунс ;кг;0;Премиксы для выпечки;3960.00;;(мешок 5 кг.);;1
Крем на растит.маслах КОНДИТЕРСКИЙ 26% ;л;0;Сливки;1240.00;;(короб 12 л.);;1
Сливки Бризе 30% ;л;0;Сливки;3100.00;;(короб 12 л.);;1
Сливки Бризе 36% ;л;0;Сливки;3600.00;;(короб 12 л.);;1
Сливки 33% ;л;0;Сливки;3455.00;;(короб 12 л.);;1
Сливки 35% ;л;0;Сливки;3340.00;;(короб 12 л.);;1
Крем на растит.маслах для взбивания 26% ;л;0;Сливки;985;;(короб 12 л.);;1
Крем на растит.маслах для взбивания 26% ;л;0;Сливки;808.5;;(короб 10 л.);;1
Комп.пищ.добавка крем холод.приготов.ПЕРФЕКТА ;кг;0;Сливки;3024.00;;(мешок 10 кг.);;1
Комп.пищ.добавка крем горяч.приготовл.СОВРАНА ;кг;0;Сливки;2160.00;;(мешок 10 кг.);;1
Комплексная пищевая добавка премикс ТИРАМИСУ ;кг;0;Сливки;1008.00;;(пакет 1 кг.);;1
Комплексная пищевая добавка премикс БАВАРЕЗЕ ;кг;0;Сливки;936;;(пакет 1 кг.);;1
Комплексная пищ.доб.премикс ПАННА КОТТА ;кг;0;Сливки;972;;(пакет 1 кг.);;1
Крем десертный МУСС КАКАО ;кг;0;Сливки;720;;(пакет 1 кг.);;1
Комп.пищ.доб.крем десертный классич.ЧИЗКЕЙК ;кг;0;Сливки;588;;(пакет 1 кг.);;1
Комп.пищ.доб.крем дес.АМЕРИК.ЧИЗКЕЙК ;кг;0;Сливки;1260.00;;(пакет 1 кг.);;1
Премикс горячий шоколад ШОКОЛАДНАЯ ЧАШКА ;кг;0;Сливки;612;;(мешок 1 кг.);;1
Пюре фруктовое МАНГО ;кг;0;Фруктовое пюре;1368.00;;(банка 3.1 кг.);;1
Паста ПРАЛИНЕ ФИСТАШКА ;кг;0;Фруктовое пюре;1485.00;;(ведро 0.9 кг.);;1
Глазурь какаосодерж.кондит.ЗАХЕРКРЕМ ;кг;0;Фруктовое пюре;2275.20;;(ведро 6 кг.);;1
Глазурь пастообразн.конд.ШОКОСМАРТ ;кг;0;Фруктовое пюре;1764.00;;(ведро 5 кг.);;1
Глазурь пастообразная жир.ШОКОСМАРТ белая ;кг;0;Фруктовое пюре;2016.00;;(ведро 5 кг.);;1
Шоколадная начинка ВАНДЕРШОК белая ;кг;0;Фруктовое пюре;2736.00;;(ведро 5 кг.);;1
Начинка КОБЕРШОК БЬЯНКО ;кг;0;Фруктовое пюре;2736.00;;(ведро 6 кг.);;1
Глазурь пастообразная ГАБРИЭЛА БЕЛАЯ ;кг;0;Фруктовое пюре;4104.00;;(ведро 13 кг.);;1
Глазурь пастообразная шок.ГАБРИЭЛА ТЕМНАЯ ;кг;0;Фруктовое пюре;3456.00;;(ведро 13 кг.);;1
Паста шок.орех.ФАРЧИТОЗА ТОП ;кг;0;Фруктовое пюре;1980.00;;(ведро 6 кг.);;1
Паста шок.орех.ФАРЧИТОЗА ТОП ;кг;0;Фруктовое пюре;3852.00;;(ведро 12 кг.);;1
Паста шок.орех.ФАРЧИТОЗА ;кг;0;Фруктовое пюре;1598.40;;(ведро 6 кг.);;1
Паста шок.орех.НОЧЧОЛИТА СУПРЕМ ;кг;0;Фруктовое пюре;2160.00;;(ведро 6 кг.);;1
Паста шок.орех.НОЧЧОЛИТА СУПРЕМ ;кг;0;Фруктовое пюре;3620.00;;(ведро 12 кг.);;1
Паста шок.орех.ФАРЧИТОЗА ;кг;0;Фруктовое пюре;3240.00;;(ведро 12 кг.);;1
Паста шок.орех.ФАРЧИТОЗА ;кг;0;Фруктовое пюре;5040.00;;(ведро 20 кг.);;1
Паста шок.орех.НОЧЧОЛИТА ТОП ;кг;0;Фруктовое пюре;1980.00;;(ведро 6 кг.);;1
Паста шок.орех.НОЧЧОЛИТА ТОП ;кг;0;Фруктовое пюре;3852.00;;(ведро 12 кг.);;1
Паста ореховая НОЧЧИОБЬЯНКА КРУАССАН ;кг;0;Фруктовое пюре;2412.00;;(ведро 6 кг.);;1
Паста-наполнитель НОВЕЛЛА АВОРИО ;кг;0;Фруктовое пюре;1700.00;;(ведро 6 кг.);;1
Паста-наполнитель РОКСИКРЕМ ;кг;0;Фруктовое пюре;3150.00;;(ведро 12 кг.);;1
Паста шок.орех.ДЖАНДУЯ КРУАССАН термостойкая ;кг;0;Фруктовое пюре;3240.00;;(ведро 12 кг.);;1
Паста ореховая ФИСТАШКА КРЕМ 10 ;кг;0;Фруктовое пюре;2700.00;;(ведро 5 кг.);;1
Паста ореховая ФИСТАШКА КРЕМ ТОП 15 ;кг;0;Фруктовое пюре;3204.00;;(ведро 5 кг.);;1
Паста ореховая ФИСТАШКА КРУАССАН ;кг;0;Фруктовое пюре;3456.00;;(ведро 5 кг.);;1
Глазурь пастообразн.конд.ШОКОКРЕМ ;кг;0;Фруктовое пюре;396;;(ведро 1 кг.);;1
Глазурь пастообразн.конд.ШОКОКРЕМ ;кг;0;Фруктовое пюре;6120.00;;(ведро 25 кг.);;1
Глазурь пастообр.шок.МОРЕТТА БИТТЕР термост. ;кг;0;Фруктовое пюре;540;;(ведро 1 кг.);;1
Паста шоколадная МОРЕТТА ЭКСТРИМ ;кг;0;Фруктовое пюре;540;;(ведро 1 кг.);;1
Паста шоколадная МОРЕТТА ЭКСТРИМ ;кг;0;Фруктовое пюре;2160.00;;(ведро 6 кг.);;1
Паста шоколадная КРАНФИЛ КАРАМЕЛЬ ;кг;0;Фруктовое пюре;2268.00;;(ведро 3 кг.);;1
Паста шоколадная КРАНФИЛ ФИСТАШКА ;кг;0;Фруктовое пюре;3204.00;;(ведро 3 кг.);;1
Паста шоколадная КРАНФИЛ БЕЛЫЙ ШОКОЛАД ;кг;0;Фруктовое пюре;2592.00;;(ведро 3 кг.);;1
Паста шоколадная КРАНФИЛ ТЕМНЫЙ ШОКОЛАД ;кг;0;Фруктовое пюре;2448.00;;(ведро 3 кг.);;1
Паста шоколадная ДЕЛИКРИСП соленая карамель ;кг;0;Фруктовое пюре;3492.00;;(ведро 5 кг.);;1
Паста шоколадная ДЕЛИКРИСП кокос ;кг;0;Фруктовое пюре;2844.00;;(ведро 5 кг.);;1
Паста шоколадная ДЕЛИКРИСП красные ягоды ;кг;0;Фруктовое пюре;4968.00;;(ведро 5 кг.);;1
Паста ПРАЛИНЕ ГРЕЦКИЙ ОРЕХ ;кг;0;Фруктовое пюре;1270.00;;(ведро 0.9 кг.);;1
Паста ПРАЛИНЕ ДЖАНДУЯ ;кг;0;Фруктовое пюре;840;;(ведро 0.9 кг.);;1
Паста ПРАЛИНЕ АРАХИС-ШОКОЛАД ;кг;0;Фруктовое пюре;680;;(ведро 0.9 кг.);;1
Паста сахарно-ореховая ПРАЛИНЕ (НУГА) светлая ;кг;0;Фруктовое пюре;2592.00;;(пакет 2.5 кг.);;1
Паста ПРАЛИНЕ МИНДАЛЬ-МЯТА ;кг;0;Фруктовое пюре;1485.00;;(ведро 0.9 кг.);;1
Начинка ФРУТТИДОР ЯБЛОКО ;кг;0;Фруктовое пюре;1440.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР АБРИКОС ;кг;0;Фруктовое пюре;1800.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР ЧЕРНИКА ;кг;0;Фруктовое пюре;1872.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР АПЕЛЬСИН ;кг;0;Фруктовое пюре;1728.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР ПЕРСИК ;кг;0;Фруктовое пюре;1368.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР АМАРЕНА ;кг;0;Фруктовое пюре;1893.60;;(ведро 5.5 кг.);;1
Начинка ФРУТТИДОР ЛЕСНЫЕ ЯГОДЫ ;кг;0;Фруктовое пюре;1764.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР ГРУША ;кг;0;Фруктовое пюре;1317.60;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР МАНГО ;кг;0;Фруктовое пюре;1548.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР ТРОПИЧЕСКИЕ ФРУКТЫ ;кг;0;Фруктовое пюре;1620.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР КЛУБНИКА ;кг;0;Фруктовое пюре;1800.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР МАЛИНА ;кг;0;Фруктовое пюре;1908.00;;(ведро 3.3 кг.);;1
Начинка ФРУТТИДОР КРАСНАЯ ЧЕРЕШНЯ ;кг;0;Фруктовое пюре;1728.00;;(ведро 3.3 кг.);;1
Начинка КРЕМ ЛИМОН ;кг;0;Фруктовое пюре;1692.00;;(ведро 6 кг.);;1
Начинка КРЕМ АПЕЛЬСИН ;кг;0;Фруктовое пюре;1692.00;;(ведро 6 кг.);;1
Начинка КРЕМ ЛЕСНЫЕ ЯГОДЫ И ЙОГУРТ ;кг;0;Фруктовое пюре;1980.00;;(ведро 6 кг.);;1
Начинка фруктовая ЯБЛОКО ПИНК кубики 12х12 мм ;кг;0;Фруктовое пюре;576;;(банка 4.6 кг.);;1
Начинка фруктовая ЯБЛОКО ПИНК дольки ;кг;0;Фруктовое пюре;612;;(банка 4.6 кг.);;1
Начинка фруктовая ЯБЛОКО дольки ;кг;0;Фруктовое пюре;468;;(банка 4.6 кг.);;1
Начинка фрукт.КОНФРУТТИ черника ;кг;0;Фруктовое пюре;2736.00;;(ведро 5 кг.);;1
Начинка фрукт.КОНФРУТТИ абрикос ;кг;0;Фруктовое пюре;2232.00;;(ведро 5 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР клубника ;кг;0;Фруктовое пюре;720;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР малина ;кг;0;Фруктовое пюре;936;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР садов.ягоды ;кг;0;Фруктовое пюре;828;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР манго ;кг;0;Фруктовое пюре;756;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР маракуйя ;кг;0;Фруктовое пюре;990;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР банан ;кг;0;Фруктовое пюре;684;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР ананас ;кг;0;Фруктовое пюре;864;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР абрикос ;кг;0;Фруктовое пюре;698.4;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР вишня Гриот ;кг;0;Фруктовое пюре;756;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР мандарин ;кг;0;Фруктовое пюре;756;;(пакет 1 кг.);;1
Паста-пюре фрукт.КОНФРУТТИ НАТУР груша Вильям ;кг;0;Фруктовое пюре;684;;(пакет 1 кг.);;1
Паста кондитерская ДЕКОР СЕРЕБРО ;кг;0;Десертная паста;1296.00;;(банка 1.5 кг.);;1
Паста кондитерская ДЕКОР ЗОЛОТО ;кг;0;Десертная паста;1368.00;;(банка 1.5 кг.);;1
Паста кондитерская ДЕКОР БРОНЗА ;кг;0;Десертная паста;1152.00;;(банка 1.5 кг.);;1
Паста РОМ КРЕОЛЬСКИЙ АРОМА ;кг;0;Десертная паста;1080.00;;(флакон 1 кг.);;1
Паста ГОРЬКИЙ МИНДАЛЬ АРОМА ;кг;0;Десертная паста;1008.00;;(флакон 1 кг.);;1
Паста ВАНИЛЬ АРОМА ;кг;0;Десертная паста;936;;(флакон 1 кг.);;1
Паста КОФЕ АРОМА ;кг;0;Десертная паста;1044.00;;(флакон 1 кг.);;1
Паста ЛИМОН АРОМА ;кг;0;Десертная паста;1008.00;;(флакон 1 кг.);;1
Паста АПЕЛЬСИН АРОМА ;кг;0;Десертная паста;871.2;;(флакон 1 кг.);;1
Паста КЛУБНИКА АРОМА ;кг;0;Десертная паста;900;;(флакон 1 кг.);;1
Паста ФИСТАШКА АРОМА ;кг;0;Десертная паста;864;;(флакон 1 кг.);;1
Комплексная пищ.добавка премикс ЙОГУРТ-100 ;кг;0;Десертная паста;1152.00;;(пакет 1 кг.);;1
Комплексная пищевая добавка премикс КОКОС-100 ;кг;0;Десертная паста;1512.00;;(пакет 1 кг.);;1
Паста десертная КОКОС ;кг;0;Десертная паста;2556.00;;(ведро 3 кг.);;1
Паста десертная ЛЕСНОЙ ОРЕХ ;кг;0;Десертная паста;7200.00;;(ведро 3 кг.);;1
Паста десертная МАСКАРПОНЕ ;кг;0;Десертная паста;1440.00;;(банка 1.2 кг.);;1
Паста десертная ФИСТАШКА ;кг;0;Десертная паста;5760.00;;(ведро 3 кг.);;1
Паста десертная ФИСТАШКА ИТАЛИЯ НК ;кг;0;Десертная паста;5904.00;;(ведро 3 кг.);;1
Паста десертная ГРЕЦКИЙ ОРЕХ ;кг;0;Десертная паста;6192.00;;(ведро 3 кг.);;1
Паста десертная ПЕЧЕНЬЕ ;кг;0;Десертная паста;3384.00;;(ведро 3 кг.);;1
Паста десертная СЛИВОЧНАЯ КАРАМЕЛЬ ;кг;0;Десертная паста;2736.00;;(ведро 3 кг.);;1
Паста десертная ВАНИЛЬ КЛАССИК ;кг;0;Десертная паста;5076.00;;(ведро 3 кг.);;1
Паста десертная ЗАБАЙОНЕ ;кг;0;Десертная паста;1332.00;;(банка 1.2 кг.);;1
Паста десертная МЯТА ;кг;0;Десертная паста;3096.00;;(ведро 3 кг.);;1
Паста десертная ШОКОЛАД ;кг;0;Десертная паста;2520.00;;(ведро 3 кг.);;1
Паста десертная КАРАМЕЛЬ ;кг;0;Десертная паста;2520.00;;(ведро 3 кг.);;1
Паста десертная ТИРАМИСУ ;кг;0;Десертная паста;1512.00;;(банка 1.2 кг.);;1
Паста десертная ЖЕВАТЕЛЬНАЯ РЕЗИНКА ;кг;0;Десертная паста;2664.00;;(ведро 3 кг.);;1
Паста десертная ЛЕСНАЯ ЯГОДА ;кг;0;Десертная паста;3528.00;;(ведро 3 кг.);;1
Паста десертная МАЛИНА ;кг;0;Десертная паста;4320.00;;(ведро 3 кг.);;1
Паста десертная ПЕРСИК с кусочками ;кг;0;Десертная паста;2880.00;;(ведро 3 кг.);;1
Паста десертная МАРАКУЙЯ ;кг;0;Десертная паста;3024.00;;(ведро 3 кг.);;1
Паста десертная КЛУБНИКА ;кг;0;Десертная паста;1512.00;;(ведро 1.4 кг.);;1
Паста десертная ДЫНЯ с кусочками ;кг;0;Десертная паста;2700.00;;(ведро 3 кг.);;1
Паста десертная ЗЕЛЕНОЕ ЯБЛОКО с кусочками ;кг;0;Десертная паста;3168.00;;(ведро 3 кг.);;1
Паста десертная АНАНАС с кусочками ;кг;0;Десертная паста;2808.00;;(ведро 3 кг.);;1
Паста десертная БАНАН ;кг;0;Десертная паста;2484.00;;(ведро 3 кг.);;1
Паста десертная МАНГО с кусочками ;кг;0;Десертная паста;3096.00;;(ведро 3 кг.);;1
Паста десертная ЛИМОННАЯ ЦЕДРА ;кг;0;Десертная паста;864;;(банка 1.5 кг.);;1
Паста десертная АПЕЛЬСИНОВАЯ ЦЕДРА ;кг;0;Десертная паста;936;;(банка 1.5 кг.);;1
Наполнитель МОЛОЧНЫЙ ШОКОЛАД и злаки ;кг;0;топпинг;2426.40;;(ведро 3 кг.);;1
Наполнитель ГРАНАТ ;кг;0;топпинг;2167.20;;(ведро 3 кг.);;1
Топпинг ВИШНЯ ;кг;0;топпинг;331.2;;(бутылка 1 кг.);;1
Топпинг АПЕЛЬСИН ;кг;0;топпинг;331.2;;(бутылка 1 кг.);;1
Топпинг МАРШМЕЛЛОУ ;кг;0;топпинг;331.2;;(бутылка 1 кг.);;1
Топпинг ПРЯНОЕ ПЕЧЕНЬЕ ;кг;0;топпинг;421.2;;(бутылка 1 кг.);;1
Топпинг МАЛИНА ;кг;0;топпинг;331.2;;(бутылка 1 кг.);;1
Топпинг ШОКОЛАД ;кг;0;топпинг;331.2;;(бутылка 1 кг.);;1
Топпинг КЛУБНИКА ;кг;0;топпинг;331.2;;(бутылка 1 кг.);;1
Топпинг КАРАМЕЛЬ ;кг;0;топпинг;331.2;;(флакон 1 кг.);;1
Топпинг МАНГО ;кг;0;топпинг;331.2;;(флакон 1 кг.);;1
Топпинг САДОВЫЕ ЯГОДЫ ;кг;0;топпинг;331.2;;(флакон 1 кг.);;1
Топпинг КИВИ ;кг;0;топпинг;324;;(флакон 1.2 кг.);;1
Наполнитель шоколадный МАКАО ;кг;0;топпинг;2304.00;;(ведро 3 кг.);;1
Наполнитель ВИШНЯ ;кг;0;топпинг;2304.00;;(ведро 3 кг.);;1
Наполнитель ШОКОЛАД С ПЕЧЕНЬЕМ ;кг;0;топпинг;2376.00;;(ведро 3 кг.);;1
Паста десертная АБРИКОС ;кг;0;Десертная паста;3888.00;;(банка 3 кг.);;1
Паста десертная ЗЕМЛЯНИКА ;кг;0;Десертная паста;5040.00;;(банка 3 кг.);;1
Паста десертная ВИШНЯ ;кг;0;Десертная паста;3960.00;;(банка 3 кг.);;1
Паста десертная ГРУША ;кг;0;Десертная паста;4163.76;;(ведро 3 кг.);;1
Паста десертная ПРЯНОЕ ПЕЧЕНЬЕ ;кг;0;Десертная паста;7200.00;;(банка 5 кг.);;1
Паста десертная БИТТЕР ЛИМОН ;кг;0;Десертная паста;4212.00;;(ведро 3 кг.);;1
Паста десертная МЯТА ;кг;0;Десертная паста;4060.80;;(ведро 3 кг.);;1
Паста десертная МАНДАРИН ;кг;0;Десертная паста;4464.00;;(банка 3 кг.);;1
Паста десертная ВАНИЛЬ ;кг;0;Десертная паста;5040.00;;(ведро 4.5 кг.);;1
Паста десертная ВАНИЛЬ БУРБОН ;кг;0;Десертная паста;9000.00;;(ведро 4.5 кг.);;1
Паста десертная КАРАМЕЛЬ ;кг;0;Десертная паста;4896.00;;(банка 4.5 кг.);;1
Паста десертная КАПУЧИНО ;кг;0;Десертная паста;4716.00;;(ведро 3 кг.);;1
Паста десертная КЛУБНИКА ;кг;0;Десертная паста;4032.00;;(банка 3 кг.);;1
Паста десертная МАНГО ;кг;0;Десертная паста;3996.00;;(банка 3 кг.);;1
Паста десертная АНАНАС ;кг;0;Десертная паста;3744.00;;(ведро 3 кг.);;1
Паста десертная ДЫНЯ ;кг;0;Десертная паста;3758.40;;(ведро 3 кг.);;1
Паста десертная КИВИ ;кг;0;Десертная паста;4032.00;;(банка 3 кг.);;1
Паста десертная ЧЕРНАЯ СМОРОДИНА ;кг;0;Десертная паста;5241.60;;(ведро 3 кг.);;1
Паста десертная БАНАН ;кг;0;Десертная паста;3564.00;;(ведро 3 кг.);;1
Паста десертная АНАНАС ;кг;0;Десертная паста;3715.20;;(ведро 3 кг.);;1
Паста десертная МАЛИНА ;кг;0;Десертная паста;3715.20;;(ведро 3 кг.);;1
Паста десертная ЛЕСНЫЕ ЯГОДЫ ;кг;0;Десертная паста;4140.00;;(ведро 3 кг.);;1
Паста десертная ПЕРСИК ;кг;0;Десертная паста;3715.20;;(ведро 3 кг.);;1
Паста десертная МАРАКУЙЯ ;кг;0;Десертная паста;4680.00;;(ведро 3 кг.);;1
Паста десертная РОЗА ;кг;0;Десертная паста;3628.80;;(ведро 3 кг.);;1
Паста десертная АПЕЛЬСИН ;кг;0;Десертная паста;3852.00;;(ведро 3 кг.);;1
Паста десертная МАЛАГА ;кг;0;Десертная паста;6264.00;;(банка 5 кг.);;1
Паста десертная ПИНА КОЛАДА ;кг;0;Десертная паста;5904.00;;(банка 4 кг.);;1
Паста десертная ВИСКИКРЕМ ;кг;0;Десертная паста;9360.00;;(банка 4.5 кг.);;1
Паста десертная БИСКОТТО ;кг;0;Десертная паста;6840.00;;(ведро 4.5 кг.);;1
Паста десертная АМАЛЬФИ ;кг;0;Десертная паста;9216.00;;(банка 3.5 кг.);;1
Паста десертная НЬЮ ЙО ;кг;0;Десертная паста;9000.00;;(ведро 4.5 кг.);;1
Паста десертная ТИРАМИСУ ;кг;0;Десертная паста;5760.00;;(ведро 4 кг.);;1
Паста десертная МЕКРАФ ;кг;0;Десертная паста;9360.00;;(банка 4 кг.);;1
Паста десертная МИСТЕР НИКО ;кг;0;Десертная паста;6480.00;;(ведро 4 кг.);;1
Паста десертная НОЧЧИОЛА-ЛА-ЛА ;кг;0;Десертная паста;19080.00;;(банка 5 кг.);;1
Паста десертная ФИСТАШКА СИЦИЛИЙСКАЯ ;кг;0;Десертная паста;31104.00;;(банка 4 кг.);;1
Паста десертная ФИСТАШКА ЧИСТАЯ ;кг;0;Десертная паста;23832.00;;(ведро 4 кг.);;1
Паста десертная ЛАЗУРЬ ;кг;0;Десертная паста;6552.00;;(банка 5 кг.);;1
Паста десертная БУБЛЬГУМ ;кг;0;Десертная паста;7704.00;;(банка 5 кг.);;1
Паста десертная ПЕРСИК ;кг;0;Десертная паста;3096.00;;(ведро 2.5 кг.);;1
Паста десертная ЗЕЛЕНЫЙ ЧАЙ ;кг;0;Десертная паста;4334.40;;(банка 2.5 кг.);;1
Паста десертная ГРУША ;кг;0;Десертная паста;3528.00;;(ведро 2.5 кг.);;1
Паста десертная МАНДАРИН ;кг;0;Десертная паста;3600.00;;(банка 2.5 кг.);;1
Паста десертная ГУСТОКРЕМ ЛАЙМЕТТА ;кг;0;Десертная паста;2880.00;;(банка 1.5 кг.);;1
Паста десертная ГУСТОКРЕМ АПЕЛЬСИН ;кг;0;Десертная паста;2880.00;;(банка 1.5 кг.);;1
Паста десертная ЧЕРРИ МАНИЯ ;кг;0;Десертная паста;7632.00;;(банка 5 кг.);;1
Паста десертная РОЗОВЫЙ ГРЕЙПФРУТ ;кг;0;Десертная паста;3888.00;;(банка 2.5 кг.);;1
Паста десертная ТРОПИК ;кг;0;Десертная паста;3672.00;;(банка 2.5 кг.);;1
Паста десертная ЗЕЛЕНОЕ ЯБЛОКО ;кг;0;Десертная паста;3801.60;;(ведро 3 кг.);;1
Черешня красная МИНИ 14/16 мм.НАППИ ;кг;0;Цукаты;2628.00;;(короб 5 кг.);;1
Черешня засах.красная 20/22 мм.с веточкой ;кг;0;Цукаты;3456.00;;(короб 5 кг.);;1
Черешня засах.красная 20/22 мм.с веточкой ;кг;0;Цукаты;720;;(короб 0.9 кг.);;1
Черешня засах.красная 18/20 мм ИТАЛКАНДИТИ ;кг;0;Цукаты;1944.00;;(короб 4 кг.);;1
Черешня засах.красная 20/22 мм.НАППИ ;кг;0;Цукаты;2088.00;;(короб 5 кг.);;1
Черешня засах.красная 20/22 мм.АМБРОЗИО ;кг;0;Цукаты;2160.00;;(короб 5 кг.);;1
Черешня засах.черная 20/22 мм.АМБРОЗИО ;кг;0;Цукаты;2376.00;;(короб 5 кг.);;1
Черешня засах.зеленая 20/22 мм.АМБРОЗИО ;кг;0;Цукаты;2304.00;;(короб 5 кг.);;1
Черешня засах.желтая 20/22 мм.АМБРОЗИО ;кг;0;Цукаты;2232.00;;(короб 5 кг.);;1
Апельсиновые засах. дольки ИТАЛКАНДИТИ ;кг;0;Цукаты;4896.00;;(короб 10 кг.);;1
Апельсин.корочка засах.кубик.6х6 мм.АМБРОЗИО ;кг;0;Цукаты;1008.00;;(короб 5 кг.);;1
Апельсиновая корочка засах.куб.6х6 мм.НАППИ ;кг;0;Цукаты;2016.00;;(короб 10 кг.);;1
Апельсиновая корочка засах.куб.4х4 мм.НАППИ ;кг;0;Цукаты;1044.00;;(короб 5 кг.);;1
Апельсин.корочка засах.кубик.4х4 мм.АМБРОЗИО ;кг;0;Цукаты;1044.00;;(короб 5 кг.);;1
Лимонная.корочка засах.кубик.6х6 мм.АМБРОЗИО ;кг;0;Цукаты;1224.00;;(короб 5 кг.);;1
Лимонная корочка засах.кубик 6х6 мм.НАППИ ;кг;0;Цукаты;1260.00;;(короб 5 кг.);;1
Лимонная корочка засах.кубик 4х4 мм.НАППИ ;кг;0;Цукаты;1260.00;;(короб 5 кг.);;1
Лимонная.корочка засах.кубик.4х4 мм.АМБРОЗИО ;кг;0;Цукаты;1260.00;;(короб 5 кг.);;1
Апельсин.корочка засах.полоска.6х60 мм. ;кг;0;Цукаты;2880.00;;(короб 5 кг.);;1
Лимонная корочка засах.полоска.6х60 мм. ;кг;0;Цукаты;3528.00;;(короб 5 кг.);;1
Фрукты засах.ассорти кубик.6х6 мм ;кг;0;Цукаты;1224.00;;(короб 5 кг.);;1
Фрукты засах.разноцвет.кубик.6х6 мм.АМБРОЗИО ;кг;0;Цукаты;1224.00;;(короб 5 кг.);;1
Фрукты засах.разноцвет.кубик.4х4 мм.АМБРОЗИО ;кг;0;Цукаты;1375.20;;(короб 5 кг.);;1
Мандарин засах.целый АМБРОЗИО ;кг;0;Цукаты;1800.00;;(короб 5 кг.);;1
Груша засах.целая красная АМБРОЗИО ;кг;0;Цукаты;2376.00;;(короб 5 кг.);;1
Груша засах.целая зеленая АМБРОЗИО ;кг;0;Цукаты;2376.00;;(короб 5 кг.);;1
Фрукты засах.целые ассорти АМБРОЗИО ;кг;0;Цукаты;2376.00;;(короб 5 кг.);;1
Черешня АМАРЕНА в сиропе с веточкой 20/22 мм. ;кг;0;Цукаты;2304.00;;(банка 3.3 кг.);;1
Черешня АМАРЕНА в сиропе 18/20 мм. ;кг;0;Цукаты;518.4;;(банка 1 кг.);;1
Черешня АМАРЕНА в сиропе 20/22 мм. ;кг;0;Цукаты;2376.00;;(банка 5 кг.);;1
Черешня засах.АМАРЕНА ЭКСТРА14/16 мм ;кг;0;Цукаты;828;;(короб 1 кг.);;1
Лимонная корочка засах.кубик.9х9 мм.ЭКСТРА ;кг;0;Цукаты;1584.00;;(короб 5 кг.);;1
Апельсин.корочка засах.кубик.9х9 мм.ЭКСТРА ;кг;0;Цукаты;4536.00;;(короб 10 кг.);;1
Черешня с вет.коктейльная красн.Мараскино ;кг;0;Цукаты;2016.00;;(банка 4.8 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн.20/22 мм. ;кг;0;Цукаты;2052.00;;(банка 4.8 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн.18/20 мм. ;кг;0;Цукаты;900;;(банка 1.95 кг.);;1
Черешня с вет.коктейльная красн.Мараскино ;кг;0;Цукаты;1224.00;;(банка 3 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн. ;кг;0;Цукаты;1224.00;;(банка 3 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн. ;кг;0;Цукаты;2016.00;;(банка 4.8 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой желтая ;кг;0;Цукаты;1080.00;;(банка 3 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой зеленая ;кг;0;Цукаты;1080.00;;(банка 3 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн. НК ;кг;0;Цукаты;1224.00;;(банка 3 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн. ;кг;0;Цукаты;432;;(банка 0.95 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой красн. ;кг;0;Цукаты;432;;(банка 0.75 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой зелен. ;кг;0;Цукаты;450;;(банка 0.95 кг.);;1
Черешня КОКТЕЙЛЬ с веточкой желтая ;кг;0;Цукаты;432;;(банка 0.95 кг.);;1
Глазурь БРИЛЛО КЛУБНИКА ;кг;0;Глазурь;1949.04;;(ведро 6 кг.);;1
